time,client_ip,server_ip,d,connection,mtu,g,raw_ip
[2017/08/23 22:55:53],192.168.0.17/61519,172.217.8.98/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61519,172.217.8.98/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61519,172.217.8.98/80,subj=srv,os=???,7,params=tos:0x08,"raw_sig=4:57+7:0:1380:mss*31,8:mss,sok,ts,nop,ws::0"
[2017/08/23 22:55:53],192.168.0.17/61519,172.217.8.98/80,subj=srv,link=generic tunnel or VPN,1420,,
[2017/08/23 22:55:53],192.168.0.17/61519,172.217.8.98/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61518,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61518,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61519,172.217.8.98/80,subj=srv,uptime=28 days 4 hrs 10 min (modulo 49 days),962.96 ,,
[2017/08/23 22:55:53],192.168.0.17/61519,172.217.8.98/80,subj=srv,app=???,,params=none,"raw_sig=1:P3P=[policyref=""http://googleads.g.doubleclick.net/pagead/gcn_p3p_.xml"", CP=""CURa ADMa DEVa TAIo PSAo PSDo OUR IND UNI PUR INT DEM STA PRE COM NAV OTC NOI DSP COR""],?Location,Date,?Pragma,?Expires,?Cache-Control,Content-Type,Server,?Content-Length,X-XSS-Protection=[1; mode=block]:Connection,Keep-Alive,Accept-Ranges:HTTP server (unknown)"
[2017/08/23 22:55:53],192.168.0.17/61520,23.23.204.145/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61520,23.23.204.145/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61520,23.23.204.145/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),890.91 ,,
[2017/08/23 22:55:53],192.168.0.17/61520,23.23.204.145/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:44+20:0:8961:mss*2,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61520,23.23.204.145/80,subj=srv,link=???,9001,,
[2017/08/23 22:55:53],192.168.0.17/61520,23.23.204.145/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61520,23.23.204.145/80,subj=srv,uptime=110 days 13 hrs 33 min (modulo 165 days),277.78 ,,
[2017/08/23 22:55:53],192.168.0.17/61520,23.23.204.145/80,subj=srv,app=???,,params=none,"raw_sig=1:?Cache-Control,?Content-Length,Content-Type,Date,P3P=[policyref=""https://cdn.krxd.net/kruxcontent/p3p.xml"", CP=""NON DSP COR NID OUR DEL SAM OTR UNR COM NAV INT DEM CNT STA PRE LOC OTC""],Server,?Set-Cookie,X-Request-Time=[D=299 t=1503543254934942],X-Served-By=[beacon-a233.krxd.net],Connection=[keep-alive]:Keep-Alive,Accept-Ranges:Apache"
[2017/08/23 22:55:53],192.168.0.17/61521,151.101.6.49/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61521,151.101.6.49/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61521,151.101.6.49/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),954.31 ,,
[2017/08/23 22:55:53],192.168.0.17/61521,151.101.6.49/80,subj=srv,os=???,6,params=tos:0x08,"raw_sig=4:58+6:0:1396:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61521,151.101.6.49/80,subj=srv,link=???,1436,,
[2017/08/23 22:55:53],192.168.0.17/61521,151.101.6.49/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61521,151.101.6.49/80,subj=srv,app=???,,params=none,"raw_sig=1:Server,Retry-After=[0],?Content-Length,?Location,Accept-Ranges=[bytes],Date,X-Varnish=[851532924],Via=[1.1 varnish],Connection=[close],X-Region=[US-East]:Content-Type,Keep-Alive:Varnish"
[2017/08/23 22:55:53],192.168.0.17/61521,151.101.6.49/80,subj=srv,reason=via,"1,1,1,1",,
[2017/08/23 22:55:53],192.168.0.17/61522,52.202.67.35/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61522,52.202.67.35/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61522,52.202.67.35/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),952.05 ,,
[2017/08/23 22:55:53],192.168.0.17/61523,52.202.67.35/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61523,52.202.67.35/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61524,63.251.88.56/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61524,63.251.88.56/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61525,63.251.88.56/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61525,63.251.88.56/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61526,63.251.240.12/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61526,63.251.240.12/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61527,54.243.68.143/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61527,54.243.68.143/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61528,52.202.67.35/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61528,52.202.67.35/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61522,52.202.67.35/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61522,52.202.67.35/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61523,52.202.67.35/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61523,52.202.67.35/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61529,52.86.75.14/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61529,52.86.75.14/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61530,52.86.75.14/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61530,52.86.75.14/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61525,63.251.88.56/80,subj=srv,os=???,10,params=tos:0x08,"raw_sig=4:245+10:0:1460:mss*3,0:mss,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61525,63.251.88.56/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61524,63.251.88.56/443,subj=srv,os=???,10,params=tos:0x08,"raw_sig=4:245+10:0:1460:mss*3,0:mss,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61524,63.251.88.56/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61531,162.208.22.39/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61531,162.208.22.39/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61532,54.243.68.143/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61532,54.243.68.143/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61528,52.202.67.35/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61528,52.202.67.35/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61528,52.202.67.35/80,subj=srv,uptime=103 days 3 hrs 8 min (modulo 198 days),266.67 ,,
[2017/08/23 22:55:53],192.168.0.17/61527,54.243.68.143/80,subj=srv,os=???,21,params=tos:0x08,"raw_sig=4:234+21:0:8961:mss*3,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61527,54.243.68.143/80,subj=srv,link=???,9001,,
[2017/08/23 22:55:53],192.168.0.17/61527,54.243.68.143/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61526,63.251.240.12/80,subj=srv,os=Linux 3.x,11,params=tos:0x08,"raw_sig=4:53+11:0:1460:mss*10,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61526,63.251.240.12/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61526,63.251.240.12/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61529,52.86.75.14/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61529,52.86.75.14/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61529,52.86.75.14/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61530,52.86.75.14/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61530,52.86.75.14/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61530,52.86.75.14/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61533,104.46.101.59/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61533,104.46.101.59/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61534,54.204.10.195/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61534,54.204.10.195/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61535,52.44.233.178/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61535,52.44.233.178/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61536,52.44.233.178/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61536,52.44.233.178/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61537,104.46.101.59/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61537,104.46.101.59/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61531,162.208.22.39/80,subj=srv,os=???,10,params=tos:0x08,"raw_sig=4:54+10:0:1460:mss*20,9:mss,nop,nop,sok,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61531,162.208.22.39/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61531,162.208.22.39/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61532,54.243.68.143/80,subj=srv,os=???,21,params=tos:0x08,"raw_sig=4:234+21:0:8961:mss*3,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61532,54.243.68.143/80,subj=srv,link=???,9001,,
[2017/08/23 22:55:53],192.168.0.17/61532,54.243.68.143/80,subj=srv,uptime=10 days 18 hrs 48 min (modulo 198 days),261.90 ,,
[2017/08/23 22:55:53],192.168.0.17/61527,54.243.68.143/80,subj=srv,app=???,,params=none,"raw_sig=1:?Cache-Control,Content-Type,Date,?Expires,?Pragma,Server,?Set-Cookie,?Content-Length,Connection=[keep-alive]:Keep-Alive,Accept-Ranges:Jetty(9.3.z-SNAPSHOT)"
[2017/08/23 22:55:53],192.168.0.17/61538,52.86.75.14/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61538,52.86.75.14/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61533,104.46.101.59/80,subj=srv,os=Windows 7 or 8,19,params=tos:0x08,"raw_sig=4:109+19:0:1440:8192,8:mss,nop,ws,sok,ts:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61533,104.46.101.59/80,subj=srv,link=IPIP or SIT,1480,,
[2017/08/23 22:55:53],192.168.0.17/61533,104.46.101.59/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61534,54.204.10.195/80,subj=srv,os=???,21,params=tos:0x08,"raw_sig=4:234+21:0:8961:mss*3,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61534,54.204.10.195/80,subj=srv,link=???,9001,,
[2017/08/23 22:55:53],192.168.0.17/61536,52.44.233.178/443,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61536,52.44.233.178/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61529,52.86.75.14/80,subj=srv,uptime=24 days 6 hrs 19 min (modulo 99 days),518.52 ,,
[2017/08/23 22:55:53],192.168.0.17/61535,52.44.233.178/443,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61535,52.44.233.178/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61534,54.204.10.195/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61529,52.86.75.14/80,subj=srv,app=???,,params=none,"raw_sig=1:Content-Type,Date,?Location,Server,?Content-Length,Connection=[keep-alive]:Keep-Alive,Accept-Ranges:akka-http/2.4.10"
[2017/08/23 22:55:53],192.168.0.17/61530,52.86.75.14/80,subj=srv,uptime=24 days 6 hrs 19 min (modulo 99 days),500.00 ,,
[2017/08/23 22:55:53],192.168.0.17/61537,104.46.101.59/80,subj=srv,os=Windows 7 or 8,18,params=tos:0x08,"raw_sig=4:110+18:0:1440:8192,8:mss,nop,ws,sok,ts:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61537,104.46.101.59/80,subj=srv,link=IPIP or SIT,1480,,
[2017/08/23 22:55:53],192.168.0.17/61530,52.86.75.14/80,subj=srv,app=???,,params=none,"raw_sig=1:Content-Type,Date,?Location,Server,?Content-Length,Connection=[keep-alive]:Keep-Alive,Accept-Ranges:akka-http/2.4.10"
[2017/08/23 22:55:53],192.168.0.17/61531,162.208.22.39/80,subj=srv,app=???,,params=none,"raw_sig=1:Server,Date,?Content-Length,Connection=[keep-alive],P3P=[CP=""IDC DSP COR CURa ADMa OUR IND PHY ONL COM STA""],Access-Control-Allow-Origin=[*],?Set-Cookie,?Set-Cookie,?Location,?Expires,?Cache-Control,?Pragma:Content-Type,Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:55:53],192.168.0.17/61538,52.86.75.14/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61538,52.86.75.14/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61538,52.86.75.14/80,subj=srv,uptime=26 days 23 hrs 1 min (modulo 110 days),458.33 ,,
[2017/08/23 22:55:53],192.168.0.17/61538,52.86.75.14/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),864.86 ,,
[2017/08/23 22:55:53],192.168.0.17/61539,52.54.233.82/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61539,52.54.233.82/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61539,52.54.233.82/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),875.00 ,,
[2017/08/23 22:55:53],192.168.0.17/61540,52.54.233.82/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61540,52.54.233.82/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61538,52.86.75.14/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61526,63.251.240.12/80,subj=srv,app=nginx 0.x,,params=none,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[keep-alive],?Cache-Control,X-Powered-By=[Undertow/1],?Set-Cookie,?Set-Cookie,?Set-Cookie,P3P=[policyref=/w3c/p3p.xml, CP=NOI DSP COR NID CURa ADMa DEVa PSAa PSDa OUR BUS COM INT OTC PUR STA],?Location,Access-Control-Allow-Credentials=[true],P3P=[policyref=/w3c/p3p.xml, CP=NOI DSP COR NID CURa ADMa DEVa PSAa PSDa OUR BUS COM INT OTC PUR STA]:Keep-Alive,Accept-Ranges:nginx/1.10.1"
[2017/08/23 22:55:53],192.168.0.17/61534,54.204.10.195/80,subj=srv,uptime=10 days 20 hrs 11 min (modulo 198 days),250.00 ,,
[2017/08/23 22:55:53],192.168.0.17/61534,54.204.10.195/80,subj=srv,app=???,,params=none,"raw_sig=1:Access-Control-Allow-Credentials=[true],Access-Control-Allow-Origin,Content-Type,Date,Server,Connection=[keep-alive]:Keep-Alive,Accept-Ranges:Apache/2.2.15 (CentOS)"
[2017/08/23 22:55:53],192.168.0.17/61541,52.86.75.14/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61541,52.86.75.14/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61542,52.54.233.82/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61542,52.54.233.82/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61543,54.197.240.201/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61543,54.197.240.201/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61539,52.54.233.82/80,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:236+19:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61539,52.54.233.82/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61540,52.54.233.82/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61540,52.54.233.82/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61544,52.54.233.82/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61544,52.54.233.82/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61538,52.86.75.14/80,subj=srv,app=???,,params=none,"raw_sig=1:Content-Type,Date,?Location,Server,?Content-Length,Connection=[keep-alive]:Keep-Alive,Accept-Ranges:akka-http/2.4.10"
[2017/08/23 22:55:53],192.168.0.17/61545,52.54.233.82/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61545,52.54.233.82/80,subj=cli,link=Ethernet or modem,1500,,
