time,client_ip,server_ip,d,connection,mtu,g,raw_ip
[2017/08/23 22:56:38],192.168.0.17/61741,69.172.216.55/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61742,23.32.42.77/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:38],192.168.0.17/61742,23.32.42.77/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61743,23.32.42.77/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:38],192.168.0.17/61743,23.32.42.77/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61744,23.32.42.77/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:38],192.168.0.17/61744,23.32.42.77/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61745,199.166.0.200/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:38],192.168.0.17/61745,199.166.0.200/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61746,199.166.0.200/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:38],192.168.0.17/61746,199.166.0.200/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61742,23.32.42.77/443,subj=srv,os=???,4,params=tos:0x08,"raw_sig=4:60+4:0:1460:mss*20,5:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61742,23.32.42.77/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61743,23.32.42.77/443,subj=srv,os=???,4,params=tos:0x08,"raw_sig=4:60+4:0:1460:mss*20,5:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61743,23.32.42.77/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61744,23.32.42.77/443,subj=srv,os=???,4,params=tos:0x08,"raw_sig=4:60+4:0:1460:mss*20,5:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61744,23.32.42.77/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61728,52.72.168.250/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61728,52.72.168.250/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61728,52.72.168.250/80,subj=srv,uptime=21 days 2 hrs 39 min (modulo 198 days),250.02 ,,
[2017/08/23 22:56:38],192.168.0.17/61729,52.72.168.250/80,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:236+19:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61729,52.72.168.250/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61729,52.72.168.250/80,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),903.23 ,,
[2017/08/23 22:56:38],192.168.0.17/61730,69.172.216.111/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61730,69.172.216.111/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61730,69.172.216.111/80,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),897.44 ,,
[2017/08/23 22:56:38],192.168.0.17/61731,69.172.216.111/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61731,69.172.216.111/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61733,69.172.216.111/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61733,69.172.216.111/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61732,69.172.216.111/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61732,69.172.216.111/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61736,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61736,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61735,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61735,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61731,69.172.216.111/80,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),886.36 ,,
[2017/08/23 22:56:38],192.168.0.17/61733,69.172.216.111/80,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),886.36 ,,
[2017/08/23 22:56:38],192.168.0.17/61732,69.172.216.111/80,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),886.36 ,,
[2017/08/23 22:56:38],192.168.0.17/61736,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),886.36 ,,
[2017/08/23 22:56:38],192.168.0.17/61735,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),886.36 ,,
[2017/08/23 22:56:38],192.168.0.17/61737,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61737,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61737,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),869.57 ,,
[2017/08/23 22:56:38],192.168.0.17/61741,69.172.216.55/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61741,69.172.216.55/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61740,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61740,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61738,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61738,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61739,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61739,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61741,69.172.216.55/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),857.14 ,,
[2017/08/23 22:56:38],192.168.0.17/61740,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),857.14 ,,
[2017/08/23 22:56:38],192.168.0.17/61738,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),877.55 ,,
[2017/08/23 22:56:38],192.168.0.17/61739,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),877.55 ,,
[2017/08/23 22:56:38],192.168.0.17/61745,199.166.0.200/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61745,199.166.0.200/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61746,199.166.0.200/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:38],192.168.0.17/61746,199.166.0.200/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:38],192.168.0.17/61745,199.166.0.200/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),870.37 ,,
[2017/08/23 22:56:38],192.168.0.17/61746,199.166.0.200/443,subj=cli,uptime=15 days 4 hrs 50 min (modulo 55 days),870.37 ,,
[2017/08/23 22:56:38],2601:588:4001:2bb0:b558:7e72:e180:7c2/61734,2a00:1450:400e:800:0:0:0:2002/80,subj=srv,os=???,15,params=tos:0x08,"raw_sig=6:49+15:0:1360:mss*20,8:mss,sok,ts,nop,ws:flow:0"
[2017/08/23 22:56:38],2601:588:4001:2bb0:b558:7e72:e180:7c2/61734,2a00:1450:400e:800:0:0:0:2002/80,subj=srv,link=generic tunnel or VPN,1420,,
[2017/08/23 22:56:40],192.168.0.17/61747,209.208.126.238/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:40],192.168.0.17/61747,209.208.126.238/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:40],192.168.0.17/61747,209.208.126.238/443,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),966.18 ,,
[2017/08/23 22:56:40],192.168.0.17/61747,209.208.126.238/443,subj=srv,os=???,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:mss*20,10:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:40],192.168.0.17/61747,209.208.126.238/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:40],192.168.0.17/61747,209.208.126.238/443,subj=srv,uptime=50 days 5 hrs 16 min (modulo 198 days),249.86 ,,
[2017/08/23 22:56:40],192.168.0.17/61748,209.208.126.239/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:40],192.168.0.17/61748,209.208.126.239/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:40],192.168.0.17/61748,209.208.126.239/443,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),969.39 ,,
[2017/08/23 22:56:41],192.168.0.17/61748,209.208.126.239/443,subj=srv,os=???,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:mss*20,10:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61748,209.208.126.239/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61748,209.208.126.239/443,subj=srv,uptime=50 days 5 hrs 3 min (modulo 198 days),250.00 ,,
[2017/08/23 22:56:41],192.168.0.17/61749,52.54.84.53/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61749,52.54.84.53/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61749,52.54.84.53/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),988.52 ,,
[2017/08/23 22:56:41],192.168.0.17/61750,70.42.146.148/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61750,70.42.146.148/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61751,70.42.146.148/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61751,70.42.146.148/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61752,63.251.240.12/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61752,63.251.240.12/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61753,63.251.240.12/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61753,63.251.240.12/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61754,52.4.174.137/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61754,52.4.174.137/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61755,23.32.43.249/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61755,23.32.43.249/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61756,209.204.228.144/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61756,209.204.228.144/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61755,23.32.43.249/80,subj=srv,os=???,4,params=tos:0x08,"raw_sig=4:60+4:0:1460:mss*20,5:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61755,23.32.43.249/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61749,52.54.84.53/80,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:236+19:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61749,52.54.84.53/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61749,52.54.84.53/80,subj=srv,uptime=2 days 12 hrs 50 min (modulo 198 days),249.97 ,,
[2017/08/23 22:56:41],192.168.0.17/61754,52.4.174.137/80,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:236+19:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61754,52.4.174.137/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61754,52.4.174.137/80,subj=srv,uptime=42 days 2 hrs 49 min (modulo 198 days),253.59 ,,
[2017/08/23 22:56:41],192.168.0.17/61754,52.4.174.137/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),973.68 ,,
[2017/08/23 22:56:41],192.168.0.17/61756,209.204.228.144/80,subj=srv,os=Linux 3.x,8,params=tos:0x08,"raw_sig=4:56+8:0:1460:mss*10,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61756,209.204.228.144/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61756,209.204.228.144/80,subj=srv,uptime=49 days 13 hrs 42 min (modulo 49 days),999.93 ,,
[2017/08/23 22:56:41],192.168.0.17/61756,209.204.228.144/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),950.00 ,,
[2017/08/23 22:56:41],192.168.0.17/61752,63.251.240.12/80,subj=srv,os=Linux 3.x,11,params=tos:0x08,"raw_sig=4:53+11:0:1460:mss*10,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61752,63.251.240.12/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61753,63.251.240.12/80,subj=srv,os=Linux 3.x,11,params=tos:0x08,"raw_sig=4:53+11:0:1460:mss*10,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61753,63.251.240.12/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61752,63.251.240.12/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),956.52 ,,
[2017/08/23 22:56:41],192.168.0.17/61753,63.251.240.12/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),956.52 ,,
[2017/08/23 22:56:41],192.168.0.17/61751,70.42.146.148/80,subj=srv,os=Linux 3.x,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:mss*10,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61751,70.42.146.148/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61751,70.42.146.148/80,subj=srv,uptime=27 days 3 hrs 38 min (modulo 49 days),1000.00 ,,
[2017/08/23 22:56:41],192.168.0.17/61750,70.42.146.148/80,subj=srv,os=Linux 3.x,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:mss*10,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:41],192.168.0.17/61750,70.42.146.148/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61751,70.42.146.148/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),937.50 ,,
[2017/08/23 22:56:41],192.168.0.17/61750,70.42.146.148/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),937.50 ,,
[2017/08/23 22:56:41],192.168.0.17/61757,72.30.2.182/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:41],192.168.0.17/61757,72.30.2.182/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:41],192.168.0.17/61757,72.30.2.182/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),941.18 ,,
[2017/08/23 22:56:42],192.168.0.17/61757,72.30.2.182/80,subj=srv,os=Linux 3.x,17,params=tos:0x08,"raw_sig=4:47+17:0:1460:mss*10,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:42],192.168.0.17/61757,72.30.2.182/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:42],192.168.0.17/61757,72.30.2.182/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:56:42],192.168.0.17/61757,72.30.2.182/80,subj=srv,app=???,,params=none,"raw_sig=1:Content-Type,?Content-Length,Date,Age=[0],Connection=[keep-alive],Server:Keep-Alive,Accept-Ranges:ATS"
[2017/08/23 22:56:42],192.168.0.17/61758,69.172.216.55/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:42],192.168.0.17/61758,69.172.216.55/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:42],192.168.0.17/61758,69.172.216.55/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),980.65 ,,
[2017/08/23 22:56:42],192.168.0.17/61758,69.172.216.55/80,subj=srv,os=Linux 3.x,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*10,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:42],192.168.0.17/61758,69.172.216.55/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:42],192.168.0.17/61758,69.172.216.55/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:56:42],192.168.0.17/61758,69.172.216.55/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,Transfer-Encoding=[chunked],Connection=[close],?Pragma,?Cache-Control,?Expires,Access-Control-Allow-Origin=[pixel.adsafeprotected.com],Access-Control-Allow-Credentials=[true],X-Server-Name=[app09dal.dal.303net.pvt],Content-Encoding=[gzip]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:56:42],192.168.0.17/61759,69.172.216.55/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:42],192.168.0.17/61759,69.172.216.55/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:42],192.168.0.17/61759,69.172.216.55/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),954.55 ,,
[2017/08/23 22:56:42],192.168.0.17/61759,69.172.216.55/80,subj=srv,os=Linux 3.x,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*10,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:42],192.168.0.17/61759,69.172.216.55/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:42],192.168.0.17/61759,69.172.216.55/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:56:42],192.168.0.17/61730,69.172.216.111/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:56:42],192.168.0.17/61759,69.172.216.55/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[app04dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:56:42],192.168.0.17/61730,69.172.216.111/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[dt70dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:56:42],192.168.0.17/61731,69.172.216.111/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:56:42],192.168.0.17/61731,69.172.216.111/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[dt46dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:56:42],192.168.0.17/61733,69.172.216.111/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:56:42],192.168.0.17/61733,69.172.216.111/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[dt69dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:56:46],192.168.0.17/61760,69.172.216.111/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:46],192.168.0.17/61760,69.172.216.111/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:46],192.168.0.17/61760,69.172.216.111/80,subj=cli,uptime=13 days 16 hrs 21 min (modulo 49 days),989.92 ,,
[2017/08/23 22:56:46],192.168.0.17/61760,69.172.216.111/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:46],192.168.0.17/61760,69.172.216.111/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:48],192.168.0.17/61761,74.119.119.69/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:48],192.168.0.17/61761,74.119.119.69/80,subj=cli,link=Ethernet or modem,1500,,
